dialog_id,title,turn_count,turn,author,text,N-gram labels,Cosine label,All labels,Intersection,Union (without disambiguities)
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"The list is endless, but a few examples could be doing some physical exercise (with the permission of your doctor) just for a couple minutes because that could help with the craving as well, completing a puzzle, learning a new activity that requires using your hands (painting or knitting, perhaps).Another piece of quitting smoking is often linked to anxiety or other emotional changes, perhaps irritability.",,,,,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"Depending on what it is that you may be feeling,  learning other strategies to use can be helpful as well.This can all be quite overwhelming and a very big life change.",,,,,
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"I would recommend that if things do not become easier for you, consider talking with a therapist.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1316,I'm addicted to smoking. How can I stop?,2,2,listener,"Then you could not only have some more strategies or ideas directly related to you, but you could have very direct support for what you are trying to do.I give you a lot of credit!",['Give Information'],,['Give Information'],,Give Information
counsel_chat | 1318,I don't know if my ex-boyfriend is using opiates again,2,1,speaker,"My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind?",,,,,
counsel_chat | 1318,I don't know if my ex-boyfriend is using opiates again,2,2,listener,"Studies have proven that addiction affects the brain, there are many coping skills that addicts use to enable their addiction as well.",['Give Information'],Give Information,['Give Information'],Give Information,Give Information
counsel_chat | 1318,I don't know if my ex-boyfriend is using opiates again,2,2,listener,I would recommend that you speak with someone abut your relationship and your concerns.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1318,I don't know if my ex-boyfriend is using opiates again,2,2,listener,Not only so you can have more clarity in the situation but we often tend to gravitate around or toward the same types of individuals.,,,,,
counsel_chat | 1318,I don't know if my ex-boyfriend is using opiates again,2,2,listener,Being more aware of your relationship will help you in the future when re-engaging in personal relationships.,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,1,speaker,"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.",,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,Your friend needs to admit they have a problem.,,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,If not no matter how many pills you take they will find a way to get more.,,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,It is also a federal offense to take someone else's medication so if you did take it she could have you arrested.,,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,In other instances it can be more dangerous to take medication away than slowly tapering off of them.,,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,Like anything we put into our system our tolerance builds up and can effect us in different ways.,,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,I would listen to her and discuss why she feels that she needs to be on the medications rather than playing bad cop in this situation.,,,,,
counsel_chat | 1319,Is it okay if I take my friend's pills away?,2,2,listener,Encourage her to get help and let her know you re there for her.,,Support,['Support'],,Support
counsel_chat | 1320,Is it okay if I take my friend's pills away?,2,1,speaker,"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.",,,,,
counsel_chat | 1320,Is it okay if I take my friend's pills away?,2,2,listener,"Your good intentions to help your friend stay clean, are very caring about her.Unless your friend feels like stopping pills,  taking them away will mean she finds them some place else.The problem that anyone who is addicted to pills has, is that the person is psychologically and at least with xanax, physically addicted.Taking pills has basically become a standard part of your friend's life.Her problem is bigger than your ability to care.If you haven't already done so, tell your friend directly about your opinion on the way she is using pills.This is not a guarantee that she'll stop.It isa way of you showing that you care about her.Offering love and advice are the only things you can do for her.Meanwhile, knowing she is hurting herself is probably hurting you.Be sure to keep a sense of balance within yourself.","['Give Information', 'Advise without Permission']",,"['Give Information', 'Advise without Permission']",,
counsel_chat | 1320,Is it okay if I take my friend's pills away?,2,2,listener,Offer your concern and know she is the one who must decide to stop using.,,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,1,speaker,"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.",,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,Hello!,,Affirm,['Affirm'],,Affirm
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,Thank you for your question.,"['Affirm', 'Support', 'Other']",Affirm,"['Affirm', 'Support', 'Other']",Affirm,Affirm
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,"I have a worked with many people who have become addicted to benzodiazepines, like Clonazepam.",,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,It is a difficult road for people who are trying to become clean.,,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,It is also a very difficult road for those who love the person and are trying to be supportive.,,Simple Reflection,['Simple Reflection'],,Simple Reflection
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,"During those times, it is important to remember to take care of yourself, too.","['Give Information', 'Advise without Permission']",Advise without Permission,"['Give Information', 'Advise without Permission']",Advise without Permission,Advise without Permission
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,"As for taking your friend's pills, my concern would be the legal ramifications that you could face should you ever be caught with someone else's prescription medication, and especially these types of medications.",,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,Our laws have become much more strict surrounding prescription drug sales and possession due to the increase in prescription drug abuse.,,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,"In addition, people who are in active addiction are likely to find some other means to get their drug, so it would do little to help the overall problem.",,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,"I don't know about your friend's family situation, but they may be a better route to take if you are concerned about your friend.",,,,,
counsel_chat | 1321,Is it okay if I take my friend's pills away?,2,2,listener,"They may already be involved, but with your help you may be able to convince your friend to go to treatment willingly.",,,,,
